Tweet,Stock_value,Stock_actual,Time_tweet
"[['crude', 'legging', 'up']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['legging', 'up', 'the', 'energy', 'report', 'it', 'looks', 'like', 'oil', 'is', 'consolidating', 'for', 'another', 'leg', 'up', 'as', 'it', 'shakes', 'off']]",,,"[19, 42, 41]"
"[['oil', 'futures', 'settle', 'lower']]",,,"[17, 15, 26]"
"[['keystone', 'xl', 'clears', 'nebraska', 'hurdle', 'via']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['keystone', 'xl', 'clears', 'nebraska', 'hurdle', 'daniel', 'j', 'graeber', 'upi', 'state', 'regulators', 'approve', 'of', 'the', 'route', 'for', 'the']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['rt', 'companies', 'bitcoin', 'just', 'topped', 'by', 'market', 'cap', 'boeing', 'disney', 'ge', 'companies', 'bitcoin', 'will', 'top', 'if', 'it', 'hits', 'k', 'comc']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['rt', 'congratulations', 'to', 'nyu', 'journalism', 's', 'distinguished', 'writers', 'in', 'residence', 'james', 'mcbride', 'amp', 'who', 'have', 'been']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['fantastic', 'profile', 'of', 'spike', 'lee']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['rt', 'a', 'new', 'biography', 'finally', 'does', 'justice', 'to', 'herbert', 'hoover', 's', 'legacy', 'argues']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['this', 'is', 'an', 'interesting', 'article', 'whose', 'thesis', 'is', 'somewhat', 'mitigated', 'or', 'underlined', 'by', 'the', 'no', 'fewer', 'than', 'six', 'ads', 'for']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['manson', 's', 'death', 'is', 'as', 'good', 'a', 'time', 'as', 'any', 'to', 'read', 'emma', 'cline', 's', 'marvelous', 'novel', 'the', 'girls', 'which', 'was', 'inspired', 'by', 'his', 'f']]",2595.66,2596.5025,"[9, 54, 45]"
"[['not', 'too', 'interested', 'in', 'darkest', 'hour', 'but', 'seems', 'as', 'good', 'a', 'time', 'as', 'any', 'to', 'suggest', 'that', 'joe', 'wright', 's', 'anna', 'karenina', 'is', 'o']]",2596.5025,2596.5025,"[9, 45, 18]"
"[['gosh', 'had', 'no', 'idea', 'exclamationpoint']]",2596.5025,2594.53,"[8, 53, 52]"
"[['you', 'live', 'in', 'plg', 'questionmark']]",2596.5025,2594.53,"[8, 49, 35]"
"[['if', 'i', 'had', 'to', 'choose', 'between', 'netflix', 'dvd', 'and', 'netflix', 'instant', 'i', 'd', 'pick', 'dvd', 'without', 'hesitating']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['crichton', 's', 'the', 'lost', 'world', 'was', 'my', 'first', 'novel', 'not', 'a', 'great', 'one', 'but', 'crichton', 'has', 'some', 'charms', 'the', 'pow']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['upcoming', 'guests', 'on', 'maury', 'is', 'definitely', 'a', 'new', 'low', 'when', 'it', 'comes', 'to', 'categories', 'of', 'pitches']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['is', 'amazon', 'secretly', 'the', 'most', 'valuable', 'company', 'on', 'the', 'market', 'questionmark', 'looking', 'at', 'its', 'individual', 'parts', 'a', 'trillion', 'valuatio']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['holy', 'cow', 'this', 'looks', 'delicious']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['he', 'thought', 'about', 'memorizing', 'every', 'configuration', 'of', 'the', 'chessboard', 'but', 'he', 'calculated', 'that', 'would', 'take', 'approximately']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['not', 'if', 'i', 'have', 'anything', 'to', 'do', 'about', 'it']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['remember', 'that', 's', 'at', 'a', 'time', 'when', 'passive', 'adoption', 'is', 'basically', 'at', 'all', 'time', 'highs', 'don', 't', 'come', 'at', 'me', 'with']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['from', 's', 'amp', 'p', 'dow', 'jones', 'indices', 'october', 's', 'average', 'correlation', 'among', 'the', 's', 'amp', 'p', 'global', 'constituents', 'was', 't']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['correlation', 'for', 'the', 's', 'amp', 'p', 'was', 'at', 'in', 'october', 'meaning', 'essentially', 'no', 'correlation', 'at', 'all']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['this', 'is', 'manifestly', 'untrue', 'via']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['podcast', 'capex', 'growing', 'pains', 'and', 'a', 'lull']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['macro', 'micro', 'the', 'man', 'in', 'red']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['bigger', 'gone', 'exclamationpoint', 'exclamationpoint', 'exclamationpoint', 'exclamationpoint', 'ashes']]",2587.98714286,2587.35714286,"[13, 36, 45]"
"[['touchwood', 'to', 'that', 'exclamationpoint']]",,,"[6, 15, 6]"
"[['gone', 'exclamationpoint', 'ashes']]",,,"[6, 12, 44]"
"[['podcast', 'bitcoin', 'a', 'computer', 'construct', 'taking', 'over', 'the', 'world']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['podcast', 'commodities', 'red', 'red', 'black']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['macro', 'micro', 'the', 'oil', 'conundrum']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['ft', 'pt', 'k']]",,,"[6, 33, 6]"
"[['australian', 'employ', 'change', 'k', 'v', 'kest', 'umployment', 'v', 'est', 'ausbiz']]",,,"[6, 30, 49]"
"[['sto', 'shut', 'it', 'down', 'exclamationpoint', 'not', 'currently', 'engaged', 'in', 'discussions', 'but', 'did', 'reject', 'inadequate', 'a', 'bid', 'in', 'august', 'ausbiz']]",,,"[6, 19, 45]"
"[['podcast', 'wages', 'employment', 'and', 'the', 'aud']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['local', 'i', 'am', 'born', 'and', 'bred', 'thank', 'u', 'weston', 'not', 'so', 'much']]",2596.5025,2596.5025,"[13, 2, 1]"
"[['wage', 'price', 'index', 'soft', 'q', 'q', 'vs', 'est', 'and', 'in', 'q', 'y', 'y', 'vs', 'est', 'and', 'in', 'q', 'ausbiz']]",,,"[6, 33, 36]"
"[['rt', 'breaking', 'yes', 'no', 'samesexmarriage']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['rt', 'and', 'agm', 'are', 'always', 'interesting', 'to', 'look', 'at', 'in', 'the', 'market', 'because', 'there', 's', 'always', 'a', 'disgruntled', 'issue', 't']]",2588.11571429,2587.97285714,"[13, 45, 30]"
"[['rt', 'november', 'historically', 'is', 'a', 'negative', 'month', 'it', 's', 'not', 'uncommon', 'to', 'see', 'a', 'slip', 'in', 'the', 'market', 'at', 'this', 'time', 'of']]",2587.24857143,2596.5025,"[13, 29, 3]"
"[['we', 'expect', 'a', 'or', 'month', 'extension', 'of', 'the', 'opec', 'deal', 'to', 'be', 'agreed', 'on', 'nov', 'says', 'adding', 'oil', 'prices']]",2594.08,2594.31571429,"[14, 48, 38]"
"[['oil', 'prices', 'dip', 'on', 'increased', 'u', 's', 'drilling', 'but', 'opec', 'cuts', 'support', 'global', 'markets', 'oott', 'brent', 'wti', 'shale']]",2587.39714286,2596.5025,"[13, 23, 13]"
"[['rt', 'global', 'crude', 'oil', 'stocks', 'rose', 'sharply', 'by', 'million', 'barrels', 'in', 'the', 'week', 'to', 'nov', 'driven', 'by', 'large', 'gains', 'in', 'india', 'afte']]",2586.25142857,2588.11571429,"[13, 55, 48]"
"[['rt', 'yuge', 'deliveries', 'from', 'mexico', 'colombia', 'and', 'nigeria', 'last', 'week', 'exclamationpoint', 'not', 'only', 'that', 'but', 'saudi', 'is', 'holding', 'steady', 'weeks', 'in', 'a', 'ro']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['oil', 'climbs', 'but', 'still', 'set', 'for', 'first', 'weekly', 'fall', 'in', 'six', 'on', 'doubts', 'over', 'future', 'levels', 'of', 'production', 'brent', 'wti']]",,,"[19, 10, 17]"
"[['hedge', 'fund', 'run', 'by', 'pierre', 'andurand', 'recoups', 'some', 'losses', 'after', 'oil', 'price', 'rally', 'data', 'brent', 'wti', 'opec', 'oott']]",2594.21857143,2593.96285714,"[14, 46, 3]"
"[['rt', 'the', 'biggest', 'import', 'for', 'more', 'than', 'half', 'of', 'the', 'countries', 'globally', 'is', 'oil', 'amp', 'fuel', 'for', 'others', 'their', 'biggest', 'imports', 'are']]",2593.26,2591.28857143,"[14, 30, 9]"
"[['rt', 'reutersasiaenergy', 'nov', 'interest', 'in', 'santos', 'puts', 'lng', 'spotlight', 'on', 'papuanewguinea', 'blow', 'to', 'pakistan', 'lng', 'import', 'group', 'di']]",2592.94571429,2591.14285714,"[14, 29, 28]"
"[['es', 'kann', 'sein', 'zuckerwatte', 'questionmark']]",2592.74857143,2591.695,"[14, 28, 58]"
"[['united', 'states', 'will', 'account', 'for', 'most', 'world', 'oil', 'production', 'growth', 'over', 'next', 'years', 'says', 'shale']]",2591.12,2591.04428571,"[14, 14, 59]"
"[['middle', 'east', 'u', 's', 'crude', 'oil', 'curbs', 'appetite', 'in', 'india', 'for', 'africa', 'supplies', 'brent', 'wti', 'opec', 'oott', 'saudi', 'iran']]",2588.09285714,2584.53333333,"[13, 37, 39]"
"[['saudi', 'energy', 'minister', 'says', 'oil', 'market', 'to', 'remain', 'oversupplied', 'by', 'march', 'opec']]",2587.35714286,2596.5025,"[13, 26, 3]"
"[['oil', 'prices', 'set', 'for', 'first', 'weekly', 'fall', 'in', 'six', 'on', 'oversupply', 'worries', 'brent', 'wti', 'opec', 'oott', 'shale', 'gas', 'saudi']]",2587.70571429,2596.5025,"[13, 22, 9]"
"[['rt', 'norway', 's', 'trillion', 'wealth', 'fund', 'plans', 'to', 'drop', 'oil', 'and', 'gas', 'stocks', 'from', 'index', 'interview', 'opec', 'o']]",2596.5025,2596.5025,"[13, 17, 39]"
"[['rt', 'middle', 'east', 'crude', 'oil', 'exports', 'report', 'nov', 'saudi', 'cut', 'by', 'an', 'insane', 'amount', 'due', 'to', 'china', 'amp']]",2596.5025,2596.5025,"[13, 15, 30]"
"[['rt', 'i', 'm', 'running', 'londonmarathon', 'to', 'support', 'our', 'amazing', 'carers', 'at', 'princess', 'alice', 'hospice', 'please', 'read', 'our', 'st']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['norway', 's', 'trillion', 'wealth', 'fund', 'plans', 'to', 'drop', 'oil', 'and', 'gas', 'stocks', 'from', 'index', 'interview']]",,,"[19, 20, 26]"
"[['i', 'm', 'running', 'londonmarathon', 'to', 'support', 'our', 'amazing', 'carers', 'at', 'princess', 'alice', 'hospice', 'please', 'read', 'o']]",,,"[18, 45, 24]"
"[['china', 'oil', 'refineries', 'produce', 'record', 'volumes', 'of', 'fuel', 'as', 'they', 'cash', 'in', 'on', 'bumper', 'profits', 'diesel', 'gasoline', 'oott']]",,,"[18, 25, 51]"
"[['rt', 'have', 'been', 'looking', 'at', 'russia', 's', 'stance', 'on', 'opec', 'this', 'morning', 'mixed', 'msgs', 'on', 'plans', 'to', 'keep', 'cutting', 'oil', 'supply', 'to', 'help', 'kee']]",,,"[18, 19, 56]"
"[['gold', 'stocks', 'are', 'very', 'cheap', 'on', 'a', 'long', 'term', 'basis', 'vs', 'financial', 'assets', 'and', 'their', 'year', 'ratios', 'says', 'sprott', 'asset', 'm']]",,,"[19, 49, 23]"
"[['gold', 'market', 'is', 'seeing', 'pick', 'up', 'in', 'large', 'endowments', 'making', 'first', 'time', 'allocations', 'state', 'funds', 'universities', 'says']]",,,"[19, 37, 27]"
"[['gold', 'will', 'be', 'digitized', 'and', 'backed', 'by', 'blockchain', 'says', 'sprott', 'asset', 'management', 'ceo', 'peter', 'grosskopf', 'c']]",,,"[19, 27, 16]"
"[['rt', 'why', 'have', 'half', 'of', 'the', 'major', 'indexes', 'representing', 'the', 'world', 's', 'biggest', 'stock', 'markets', 'hit', 'an', 'all', 'time', 'high', 'this', 'year', 'questionmark']]",,,"[17, 35, 30]"
"[['monday', 'morning', 'merger', 'news']]",,,"[16, 15, 11]"
"[['oxford', 'circus', 'and', 'bond', 'street', 'tube', 'stations', 'reopened']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['rt', 'we', 'have', 'not', 'located', 'any', 'trace', 'of', 'suspects', 'evidence', 'of', 'shots', 'fired', 'or', 'casualties', 'officers', 'still', 'on', 'scene', 'if', 'you', 'are', 'in', 'a']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['rt', 'oxford', 'circus', 'station', 'is', 'closed', 'while', 'we', 'investigate', 'a', 'customer', 'incident', 'all', 'trains', 'are', 'not', 'stopping', 'and', 'paper', 'ticket']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['rt', 'police', 'attending', 'incident', 'at', 'london', 's', 'oxford', 'circus', 'tube', 'station', 'people', 'seen', 'running', 'away', 'from', 'scene']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['euro', 'pops', 'above', 'for', 'first', 'time', 'since', 'late', 'september', 'with', 'german', 'business', 'sentiment', 'at', 'record', 'high', 'amp', 'spd', 'ope']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['rt', 'casualty', 'toll', 'has', 'risen', 'to', 'killed', 'amp', 'wounded', 'in', 'the', 'mosque', 'attack', 'in', 'sinai', 'egypt', 'owned', 'nile', 'tv', 'and', 'masriya', 'tv']]",2593.6020000000003,,"[19, 51, 45]"
"[['rt', 'european', 'stocks', 'gain', 'ground', 'as', 'german', 'business', 'sentiment', 'strengthens']]",,,"[16, 59, 16]"
"[['rt', 'ftse', 'loses', 'ground', 'as', 'retailers', 'pull', 'back', 'but', 'weekly', 'gain', 'on', 'tap']]",,,"[15, 52, 36]"
"[['from', 'think', 'u', 's', 'stocks', 'will', 'keep', 'rallying', 'into', 'questionmark', 'not', 'so', 'fast', 'says', 'socgen']]",2586.60142857,2588.06428571,"[13, 53, 23]"
"[['rt', 'dollar', 'languishes', 'at', 'month', 'low', 'with', 'euro', 'cheered', 'by', 'economic', 'data']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['rt', 'investors', 'split', 'on', 'meaning', 'of', 'key', 'bond', 'market', 'barometer', 'for', 'economy']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['barratt', 'other', 'home', 'building', 'stocks', 'driven', 'lower', 'after', 'presentation', 'of', 'u', 'k', 'government', 's', 'housing', 'plan', 'budget']]",2594.45833333,,"[19, 52, 53]"
"[['budget', 'presentation', 'over', 'markets', 'ftse', 'up', 'gbpusd', 'at', 'ftse', 'up', 'gbpeur', 'at']]",,,"[19, 48, 2]"
"[['rt', 'uk', 'housebuilder', 'shares', 'all', 'over', 'the', 'place']]",,,"[19, 43, 26]"
"[['pound', 'falls', 'to', 'intraday', 'low', 'of', 'after', 'downgrade', 'of', 'u', 'k', 'gdp', 'forecasts', 'budget']]",,,"[19, 13, 38]"
"[['first', 'signs', 'that', 'president', 'moreno', 'might', 'be', 'losing', 'traction', 'in', 'ecuador', 'cc', 'constitutional', 'court', 'still', 'has', 'not', 'app']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['most', 'hedge', 'funds', 'are', 'still', 'underperforming', 'the', 's', 'amp', 'p', 'avg', 'equity', 'long', 'short', 'hedge', 'fund', 'avg', 'ytd', 'return', 'is', 'whil']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['bay', 'area', 'housing', 'market', 'is', 'overheating', 'amount', 'of', 'household', 'income', 'required', 'to', 'buy', 'a', 'median', 'priced', 'home', 'in', 'san', 'jos']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['brazil', 's', 'temer', 'needs', 'to', 'further', 'embrace', 'free', 'market', 'ideals', 'i', 'e', 'lower', 'import', 'taxes', 'to', 'really', 'see', 'change', 'in', 'the', 'c']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['more', 'manufacturers', 'wanting', 'cobalt', 'more', 'unsafe', 'unsustainable', 'mining', 'operations', 'electric', 'vehicle', 'proponents', 'comple']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['with', 'more', 'than', 'fatalities', 'was', 'the', 'deadliest', 'year', 'ever', 'for', 'migrants', 'attempting', 'to', 'reach', 'europe', 'according']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['uncertainty', 'following', 'kurdish', 'referendum', 'rhetoric', 'between', 'us', 'and', 'iran', 'and', 'near', 'collapse', 'in', 'venezuela', 'could', 'spell']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['maduro', 'appoints', 'new', 'head', 'of', 'pdvsa', 'and', 'oil', 'mining', 'ministry', 'maduro', 'has', 'to', 'keep', 'the', 'general', 'happy', 'amp', 'their', 'bank', 'accoun']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['athletes', 'the', 'pope', 'is', 'anyone', 'able', 'to', 'separate', 'from', 'politics', 'questionmark', 'open', 'door', 'immigration', 'has', 'destroyed', 'europe']]",,,"[18, 55, 1]"
"[['puigdemont', 'clearly', 'has', 'no', 'plan', 'floundering', 'at', 'its', 'best']]",,,"[17, 45, 0]"
"[['merkel', 'tanks', 'in', 'latest', 'german', 'polls', 'more', 'than', 'half', 'don', 't', 'want', 'her', 'to', 'run', 'for', 'office', 'again', 'open', 'door', 'immigration']]",,,"[16, 14, 0]"
"[['while', 'million', 'yemenis', 'starve', 'uk', 'parliamentarians', 'indulge', 'in', 'lavish', 'royal', 'saudi', 'hospitality', 'this', 'is', 'the', 'way', 't']]",2594.30714286,2594.02,"[15, 8, 0]"
"[['mugabe', 'as', 'elder', 'statesmen', 'exclamationpoint', 'his', 'ideas', 'should', 'have', 'been', 'mothballed', 'and', 'put', 'in', 'a', 'museum', 'long', 'ago', 'in', 'zimbabwe', 'the']]",2591.03285714,2586.73714286,"[14, 10, 0]"
"[['after', 'years', 'of', 'oppression', 'and', 'incompetent', 'leadership', 'mugabe', 'is', 'being', 'rewarded', 'with', 'a', 'cushy', 'pension', 'package', 'the', 'ne']]",2596.5025,2596.5025,"[12, 12, 0]"
"[['the', 'mass', 'movement', 'to', 'libya', 'of', 'africans', 'seeking', 'to', 'reach', 'europe', 'has', 'left', 'millions', 'of', 'individuals', 'at', 'the', 'mercy', 'of', 'sm']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['great', 'point', 'made', 'by', 'this', 'article', 'modern', 'slavery', 'must', 'be', 'addressed', 'at', 'the', 'trafficked', 'people', 's', 'country', 'of', 'origin']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['proof', 'that', 'sanctions', 'are', 'counterproductive', 'and', 'just', 'empower', 'their', 'targets']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['my', 'oil', 'gold', 'ratio', 'wti', 'is', 'bbl', 'in', 'june', 'i', 'predicted', 'it', 'would', 'go', 'up', 'to', 'by', 'years', 'end', 'model', 'works', 'like', 'a', 'cha']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['state', 'governments', 'now', 'offer', 'incentives', 'and', 'rebates', 'to', 'cover', 'total', 'cost', 'of', 'solar', 'panel', 'installation', 'major', 'waste', 'cau']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['thomas', 'friedman', 'of', 'the', 'nyt', 'illustrates', 'how', 'the', 'saudi', 'public', 'relations', 'propaganda', 'machine', 'backed', 'with', 'big', 'bucks', 'work']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['amazon', 'stock', 'surges', 'to', 'lead', 'retail', 'etf', 'gainers', 'posts', 'th', 'record', 'close', 'since', 'reporting', 'q', 'results', 'amzn', 'xrt']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['ge', 'insiders', 'are', 'loving', 'the', 'stock', 'this', 'board', 'member', 'just', 'bought', 'million', 'shares', 'for', 'nearly', 'million', 'ge']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['ge', 's', 'stock', 'rallies', 'to', 'pace', 'dow', 'gainers', 'another', 'insider', 'buys', 'shares']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['amazon', 'is', 'selling', 'some', 'sketchy', 'health', 'products', 'and', 'that', 'could', 'hurt', 'its', 'big', 'pharmacy', 'ambitions']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['diesel', 'engine', 'maker', 'cummins', 'stock', 'tumbles', 'in', 'wake', 'of', 'tesla', 's', 'semi', 'truck', 'unveiling']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['happy', 'thanksgiving', 'everyone', 'wish', 'you', 'and', 'your', 'family', 'a', 'happy', 'and', 'healthy', 'holiday', 'season', 'exclamationpoint', 'grateful', 'to', 'be', 'part', 'of', 's']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['the', 'most', 'popular', 'genes', 'in', 'the', 'human', 'genome']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['the', 'dreaded', 'update', 'pr', 'on', 'another', 'i', 'o', 'combo', 'iph', 'pa', 'bmy', 'anti', 'kir', 'lirilumab', 'nvolumab', 'combo', 'did', 'not', 'provide']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['fda', 'issues', 'safety', 'alert', 'on', 'self', 'administration', 'of', 'gene', 'therapy', 'stop', 'injecting', 'yourself']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['tril', 'relevant', 'gt', 'stanford', 'amp', 'forty', 'seven', 'new', 'pnas', 'paper', 'on', 'its', 'anti', 'sirp', 'antibody']]",,,"[6, 1, 6]"
"[['ash', 'abbv', 'venetoclax', 'ph', 'murano', 'data', 'pfs', 'hr', 'this', 'is', 'probably', 'the', 'most', 'impressive']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['ash', 'late', 'breakers', 'out', 'ablx', 'caplacizumab', 'ph', 'hercules', 'abbv', 'venetoclax', 'ph', 'murano', 'jnj']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['fda', 'back', 'to', 'back', 'two', 'day', 'adcom', 'on', 'oral', 'testosterone', 'jan', 'th', 'clarus', 'jan', 'th', 'lpcn']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['wow', 'powerful', 'story', 'exclamationpoint', 'this', 'should', 'be', 'required', 'reading', 'for', 'those', 'anti', 'vaccine', 'movement', 'folks', 'exclamationpoint']]",,,"[6, 8, 50]"
"[['this', 'ema', 'relocation', 'bid', 'should', 'have', 'been', 'made', 'as', 'a', 'eurovision', 'style', 'tv', 'show', 'exclamationpoint']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['amsterdam', 'won', 'the', 'draw', 'to', 'be', 'the', 'next', 'ema', 'host', 'city', 'exclamationpoint', 'it', 'was', 'also', 'the', 'most', 'popular', 'city', 'during', 'ema', 'internal', 'staff', 's']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['whoa', 'ema', 'relocation', 'will', 'be', 'decided', 'by', 'coin', 'toss', 'exclamationpoint', 'milan', 'and', 'amsterdam', 'tied', 'for', 'votes', 'each', 'exclamationpoint']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['japan', 'to', 'step', 'up', 'on', 'more', 'drug', 'pricing', 'control', 'drug', 'repricing', 'will', 'be', 'conducted', 'every', 'year', 'vs', 'every', 'yrs', 'currently']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['ema', 'relocation', 'bid', 'first', 'voting', 'round', 'over', 'milan', 'votes', 'amsterdam', 'votes', 'copenhagen', 'votes', 'bratislava']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['cms', 'proposes', 'policies', 'to', 'lower', 'the', 'cost', 'of', 'prescription', 'drugs', 'and', 'combat', 'the', 'opioid', 'crisis']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['mrtx', 'up', 'm', 'mkt', 'cap', 'on', 'the', 'back', 'of', 'n', 'data', 'in', 'cbl', 'mutant', 'meanwhile', 'lead', 'drug', 'glesatinib', 'shelved', 'lsd', 'progra']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['fda', 'approves', 'roche', 's', 'hemlibra', 'emicizumab', 'ace', 'for', 'hemophilia', 'a', 'gt', 'mo', 'ahead', 'of', 'pdufa']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['fda', 'announces', 'comprehensive', 'regenerative', 'medicine', 'policy', 'framework', 'new', 'draft', 'guidance', 'on', 'e']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['have', 'to', 'say', 'getting', 'a', 'bit', 'tired', 'of', 'this', 'sgmo', 'publicity', 'stunt', 'on', 'making', 'such', 'a', 'big', 'deal', 'out', 'of', 'this', 'fih', 'trial', 'ins']]",2594.32666667,,"[19, 59, 45]"
"[['so', 'even', 'the', 'japanese', 'm', 'amp', 'a', 'rescue', 'squad', 'folks', 'are', 'complaining', 'about', 'valuation']]",,,"[19, 40, 55]"
"[['bull', 'laszlo', 'birinyi', 'sees', 'spx', 'at', 'to', 'by', 'end', 'of', 'first', 'quarter']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['just', 'like', 'under', 'yellen', 'we', 'expect', 'interest', 'rates', 'to', 'rise', 'somewhat', 'further', 'and', 'the', 'size', 'of', 'our', 'balance', 'sheet', 'to', 'gra']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['rt', 'it', 's', 'official', 'ya', 'll', 'exclamationpoint', 'chicagoans', 'of', 'the', 'year', 'englewood', 's', 'everyday', 'archivist']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['rt', 'this', 'is', 'economic', 'gibberish', 'the', 'cost', 'of', 'capital', 'is', 'already', 'low', 'aggregate', 'demand', 'needs', 'to', 'be', 'lifted']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['rt', 'way', 'back', 'in', 'got', 'a', 'k', 'donation', 'from', 'charity', 'after', 'pitching', 'trump', 'on', 'their', 'wor']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['rt', 'democrats', 'pritzker', 'kennedy', 'release', 'income', 'tax', 'returns', 'via']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['rt', 'in', 'real', 'journalism', 'a', 'tip', 'is', 'only', 'the', 'beginning', 'of', 'a', 'lot', 'more', 'verification', 'work', 'a', 'woman', 'approached', 'the', 'post', 'with', 'dram']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['rt', 'the', 'tax', 'overhaul', 'is', 'great', 'for', 'canned', 'tuna', 'exclamationpoint', 'also', 'for', 'craft', 'beer', 'and', 'organic', 'salad', 'dressing']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['fight', 'for', 'cfpb', 'ramps', 'up', 'mulvaney', 'and', 'english', 'both', 'say', 'they', 're', 'in', 'charge']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['the', 'nber', 'studied', 'bubbles', 'and', 'found', 'that', 'on', 'price', 'run', 'ups', 'of', 'at', 'least', 'the', 'probability', 'of', 'a', 'crash', 'becomes']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['among', 'the', 'fixes', 'and', 'probably', 'the', 'touchiest', 'is', 'raise', 'or', 'eliminate', 'the', 'cap', 'on', 'taxable', 'wages']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['here', 's', 'a', 'better', 'way', 'to', 'screen', 'for', 'dividend', 'stocks', 'so', 'you', 'don', 't', 'get', 'burned']]",2587.55714286,2587.77142857,"[13, 30, 0]"
